codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;codigo_ocorrencia3;codigo_ocorrencia4;ocorrencia_classificacao;ocorrencia_latitude;ocorrencia_longitude;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;investigacao_status;divulgacao_relatorio_numero;divulgacao_relatorio_publicado;divulgacao_dia_publicacao;total_recomendacoes;total_aeronaves_envolvidas;ocorrencia_saida_pista;ocorrencia_tipo;ocorrencia_tipo_categoria;taxonomia_tipo_icao;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;fator_nome;fator_aspecto;fator_condicionante;fator_area;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
52471;52471;52471;52471;52471;INCIDENTE GRAVE;-13.3877777778;-38.9091666667;CAIRU;BA;BRASIL;SNCL;15/02/2012;13:20:00;SIM;FINALIZADA;IG-081/CENIPA/2013;SIM;2014-10-01;0;1;SIM;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;LOC-G, RE;PTVMQ;;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PA32;PISTÃO;MONOMOTOR;1633;1633;7.0;1991.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;DEPUTADO LUÍS EDUARDO MAGALHÃES;LORENZO;POUSO;TÁXI AÉREO;LEVE;0;PLANEJAMENTO DE VOO, APLICAÇÃO DE COMANDOS, JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;;;;;;;;
52531;52531;52531;52531;52531;ACIDENTE;;;FORMOSA;GO;BRASIL;SWFR;19/09/2014;16:30:00;;;;NÃO;;0;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PPXZB;EXPERIMENTAL;PLANADOR;SHEMPP-HIRTH FLUGZEUBAU;NIMBUS 3D PLAN.;ZZZZ;;SEM TRAÇÃO;750;750;0.0;0.0;BRASIL;BRASIL;PLANADOR;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;RETA FINAL;EXPERIMENTAL;SUBSTANCIAL;0;;;;;;;;;;;;
52532;52532;52532;52532;52532;ACIDENTE;;;PINHÃO;PR;BRASIL;*;21/09/2014;19:00:00;;;;NÃO;;0;1;NÃO;PERDA DE COMPONENTE EM VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO;SCF-NP;PUWHM;EXPERIMENTAL;ULTRALEVE;JOSE ANTONIO ZATTAR JR;NYNJA;ULAC;PISTÃO;MONOMOTOR;472;472;2.0;2012.0;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;EXPERIMENTAL;DESTRUÍDA;0;;;;;;;;;;;;
52533;52533;52533;52533;52533;ACIDENTE;-11.8411111111;-55.5411111111;SINOP;MT;BRASIL;*;23/09/2014;18:30:00;SIM;FINALIZADA;A-160/CENIPA/2014;SIM;2015-04-24;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTVDQ;PARTICULAR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;7.0;1987.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;PRIVADA;NENHUM;0;;;;;;;;;;;;
52536;52536;52536;52536;52536;ACIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;*;28/09/2014;17:30:00;;;;NÃO;;0;1;NÃO;INDETERMINADO;INDETERMINADO;UNK;PUSLT;EXPERIMENTAL;ULTRALEVE;TECNAM CONSTRUZIONI AERONAUTICHE;P2008;ZZZZ;PISTÃO;MONOMOTOR;600;600;2.0;2011.0;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;EXPERIMENTAL;SUBSTANCIAL;0;;;;;;;;;;;;
52537;52537;52537;52537;52537;ACIDENTE;-29.1461111111;-56.4672222222;ITAQUI;RS;BRASIL;*;29/09/2014;19:30:00;SIM;FINALIZADA;A-164/CENIPA/2014;SIM;2015-11-16;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTGZZ;AGRÍCOLA;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1.0;1984.0;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0;;;;;;;;;;;;
52538;52538;52538;52538;52538;ACIDENTE;-12.7905555556;-42.7288888889;BOQUIRA;BA;BRASIL;SNBO;01/10/2014;14:30:00;SIM;FINALIZADA;A-166/CENIPA/2014;SIM;2015-05-22;1;1;SIM;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL;PRPAS;PARTICULAR;AVIÃO;CIRRUS DESIGN;SR22;SR22;PISTÃO;MONOMOTOR;1542;1542;4.0;2007.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;BOQUIRA;POUSO;PRIVADA;SUBSTANCIAL;0;PLANEJAMENTO DE VOO, SUPERVISÃO GERENCIAL, INFRAESTRUTURA AEROPORTUÁRIA, JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO, INFRAESTRUTURA AEROPORTUÁRIA; OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-166/CENIPA/2014 - 001;2015-05-22;2015-08-21;2015-12-16;Realizar inspeção no aeródromo de Boquira (SNBO), de forma a verificar se o mesmo atende aos requisitos mínimos de segurança para operação.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52539;52539;52539;52539;52539;ACIDENTE;-22.3875;-47.5741666667;RIO CLARO;SP;BRASIL;*;20/07/2014;19:30:00;;ATIVA;A DEFINIR;NÃO;;0;2;NÃO;COLISÃO DE AERONAVES EM VOO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | COLISÃO DE AERONAVES EM VOO;MAC;SPBBP, RA0976G;;DIRIGÍVEL;MAULE AIRCRAFT;;SHIP;PISTÃO;MONOMOTOR;250;250;0.0;0.0;RÚSSIA, POLÔNIA;RÚSSIA, POLÔNIA;DIRIGÍVEL;;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;LEVE;0;;;;;;;;;;;;
52551;52551;52551;52551;52551;INCIDENTE GRAVE;-1.415;-48.4588888889;BELÉM;PA;BRASIL;SBJC;16/09/2014;12:00:00;SIM;FINALIZADA;IG-157/CENIPA/2014;SIM;2015-04-30;0;1;SIM;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PRJFS;INSTRUÇÃO;AVIÃO;AEROMOT;AMT-600;GURI;PISTÃO;MONOMOTOR;900;900;2.0;2006.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE;0;SUPERVISÃO GERENCIAL, MANUTENÇÃO DE AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE, OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;;;;;;;;
52552;52552;52552;52552;52552;INCIDENTE GRAVE;-16.4380555556;-39.0838888889;PORTO SEGURO;BA;BRASIL;SBPS;22/09/2014;16:19:00;SIM;ATIVA;IG-159/CENIPA/2014;SIM;2017-10-27;1;1;SIM;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE;PRAXK;;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125.0;2012.0;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;PORTO SEGURO;POUSO;REGULAR;LEVE;0;FRASEOLOGIA DO ÓRGÃO ATS, PERCEPÇÃO, PROCESSO DECISÓRIO, APLICAÇÃO DE COMANDOS, JULGAMENTO DE PILOTAGEM;ASPECTO PSICOLÓGICO, DESEMPENHO DO SER HUMANO;INDIVIDUAL, OPERAÇÃO DA AERONAVE, PRESTAÇÃO DE SERVIÇOS DE TRÁFEGO AÉREO;FATOR HUMANO, FATOR OPERACIONAL;IG-159/CENIPA/2014 - 01;2017-10-27;nan;nan;Orientar os controladores de tráfego aéreo que atuam no aeródromo de Porto Seguro sobre a importância de sempre informar os pilotos em operação naquela localidade sobre a presença de água na pista ou qualquer outra informação essencial sobre as condições do aeródromo, conforme legislação em vigor.;CUMPRIDA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
52553;52553;52553;52553;52553;INCIDENTE GRAVE;-2.5727777778;-51.9536111111;SENADOR JOSÉ PORFÍRIO;PA;BRASIL;SDWV;23/09/2014;20:30:00;SIM;FINALIZADA;IG-161/CENIPA/2014;SIM;2015-04-30;0;1;SIM;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PTJTN;PARTICULAR;AVIÃO;BEECH AIRCRAFT;95-B55;BE55;PISTÃO;BIMOTOR;2310;2310;6.0;1974.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;PORTO DE MOZ;CHÁCARA MARINGÁ;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;;;;;;;;
52554;52554;52554;52554;52554;INCIDENTE GRAVE;-15.65;-56.1175;VÁRZEA GRANDE;MT;BRASIL;SBCY;30/09/2014;11:15:00;SIM;FINALIZADA;IG-165/CENIPA/2014;SIM;2016-11-11;0;1;SIM;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PRJGV;PARTICULAR;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2494;2494;6.0;1999.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;MARECHAL RONDON;PRIMAVERA DO LESTE;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;;;;;;;;;;;;
52571;52571;52571;52571;52571;INCIDENTE;;;GRAVATÁ;PE;BRASIL;*;02/08/2014;13:30:00;;FINALIZADA;;NÃO;;0;1;NÃO;COLISÃO COM AVE;COLISÃO COM AVE;BIRD;PRHXH;PARTICULAR;HELICÓPTERO;ROBINSON HELICOPTER;R66;R66;TURBOEIXO;MONOMOTOR;1225;1225;5.0;2012.0;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;LEVE;0;;;;;;;;;;;;
52572;52572;52572;52572;52572;INCIDENTE;;;FORTALEZA;CE;BRASIL;SBFZ;08/09/2014;11:45:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTMXD;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A321-231;A321;JATO;BIMOTOR;89000;89000;232.0;2009.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;SUBSTANCIAL;0;;;;;;;;;;;;
52591;52591;52591;52591;52591;INCIDENTE;;;CAMPINAS;SP;BRASIL;SDAM;10/09/2014;20:50:00;;FINALIZADA;;NÃO;;0;1;NÃO;F.O.D.;OUTROS | F.O.D.;OTHR;PTSAF;PARTICULAR;AVIÃO;LEARJET;45;LJ45;JATO;BIMOTOR;9752;9752;11.0;2010.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;PRIVADA;LEVE;0;;;;;;;;;;;;
52592;52592;52592;52592;52592;INCIDENTE;;;PARAUAPEBAS;PA;BRASIL;SBCJ;11/09/2014;21:30:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRAYL;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125.0;2010.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0;;;;;;;;;;;;
52594;52594;52594;52594;52594;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBMT;15/09/2014;17:15:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PUVSM;EXPERIMENTAL;ULTRALEVE;MAURICIO WIECHMANN CATAI;DYNAMIC WT-9;ULAC;PISTÃO;MONOMOTOR;560;560;2.0;2011.0;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;NENHUM;0;;;;;;;;;;;;
52595;52595;52595;52595;52595;INCIDENTE;;;MARABÁ;PA;BRASIL;SBMA;15/09/2014;15:30:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PTRFZ;TÁXI AÉREO;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6.0;1979.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0;;;;;;;;;;;;
52596;52596;52596;52596;52596;ACIDENTE;-19.6244444444;-43.9719444444;CONFINS;MG;BRASIL;SBCF;25/09/2014;23:58:00;SIM;ATIVA;A-163/CENIPA/2014;SIM;2019-09-03;0;1;NÃO;MANOBRA ABRUPTA;MANOBRA ABRUPTA;AMAN;PRGOR;;AVIÃO;BOEING COMPANY;737-76N;B737;JATO;BIMOTOR;61461;61461;153.0;2002.0;BRASIL;BRASIL;AVIÃO;REGULAR;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;TANCREDO NEVES;DESCIDA;REGULAR;NENHUM;0;APLICAÇÃO DE COMANDOS, JULGAMENTO DE PILOTAGEM, ATENÇÃO;ASPECTO PSICOLÓGICO, DESEMPENHO DO SER HUMANO;INDIVIDUAL, OPERAÇÃO DA AERONAVE;FATOR HUMANO, FATOR OPERACIONAL;;;;;;;;
52597;52597;52597;52597;52597;INCIDENTE;;;UBERLÂNDIA;MG;BRASIL;*;17/09/2014;15:10:00;;FINALIZADA;;NÃO;;0;1;NÃO;COM PARA-BRISAS / JANELA / PORTA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA;SCF-NP;PPDLA;PARTICULAR;AVIÃO;PIAGGIO AERO INDUSTRIES;P.180;P180;TURBOÉLICE;BIMOTOR;5489;5489;10.0;2012.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;LEVE;0;;;;;;;;;;;;
52598;52598;52598;52598;52598;INCIDENTE;;;MARABÁ;PA;BRASIL;SBMA;17/09/2014;19:20:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA DO MOTOR NO SOLO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO;SCF-PP;PTWJC;PARTICULAR;AVIÃO;BEECH AIRCRAFT;A36;BE36;PISTÃO;MONOMOTOR;1655;1655;6.0;1996.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;NENHUM;0;;;;;;;;;;;;
52599;52599;52599;52599;52599;INCIDENTE;;;GOIÂNIA;GO;BRASIL;*;18/09/2014;14:15:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRGBI;TÁXI AÉREO;AVIÃO;BEECH AIRCRAFT;200;BE20;TURBOÉLICE;BIMOTOR;5670;5670;10.0;1978.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0;;;;;;;;;;;;
52600;52600;52600;52600;52600;INCIDENTE;;;LONDRINA;PR;BRASIL;SBLO;18/09/2014;23:07:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRISK;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2.0;1981.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;NENHUM;0;;;;;;;;;;;;
52611;52611;52611;52611;52611;INCIDENTE;;;SALVADOR;BA;BRASIL;SBSV;21/09/2014;18:23:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PPCIE;PARTICULAR;AVIÃO;CIRRUS DESIGN;SR20;SR20;PISTÃO;MONOMOTOR;1315;1315;4.0;2000.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0;;;;;;;;;;;;
52613;52613;52613;52613;52613;INCIDENTE;;;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;21/09/2014;13:43:00;;FINALIZADA;;NÃO;;0;1;NÃO;PERDA DE COMPONENTE EM VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO;SCF-NP;PRMHI;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184.0;2007.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;REGULAR;LEVE;0;;;;;;;;;;;;
52614;52614;52614;52614;52614;INCIDENTE;;;UBERABA;MG;BRASIL;SBUR;24/09/2014;13:00:00;;FINALIZADA;;NÃO;;0;2;NÃO;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO;MAC;PRATR, PRTOR;PARTICULAR, REGULAR;AVIÃO;BEECH AIRCRAFT, AEROSPATIALE AND ALENIA;A36, ATR-72-212A;AT72, BE36;PISTÃO, TURBOÉLICE;MONOMOTOR, BIMOTOR;23000, 1633;23000, 1633;75.0, 6.0;2011.0, 1979.0;BRASIL;BRASIL;AVIÃO;PARTICULAR, REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI, CIRCUITO DE TRÁFEGO;REGULAR, PRIVADA;NENHUM;0;;;;;;;;;;;;
52615;52615;52615;52615;52615;INCIDENTE;;;BRASÍLIA;DF;BRASIL;*;25/09/2014;19:35:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRMJX;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6.0;2007.0;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;POLICIAL;NENHUM;0;;;;;;;;;;;;
52617;52617;52617;52617;52617;INCIDENTE;;;TERESINA;PI;BRASIL;SBTE;27/09/2014;19:30:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRLAZ;PARTICULAR;AVIÃO;CIRRUS DESIGN;SR22;SR22;PISTÃO;MONOMOTOR;1542;1542;4.0;2005.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;LEVE;0;;;;;;;;;;;;
52618;52618;52618;52618;52618;INCIDENTE;;;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;SBSR;27/09/2014;12:57:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PPBCC;PARTICULAR;AVIÃO;DIAMOND AIRCRAFT;DA 42 NG;DA42;PISTÃO;BIMOTOR;1900;1900;4.0;2010.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0;;;;;;;;;;;;
52620;52620;52620;52620;52620;INCIDENTE;;;SANTARÉM;PA;BRASIL;SBSN;30/09/2014;11:47:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PTNOP;TÁXI AÉREO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;P28R;PISTÃO;MONOMOTOR;1202;1202;4.0;1977.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0;;;;;;;;;;;;
52621;52621;52621;52621;52621;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBSP;30/09/2014;11:00:00;;FINALIZADA;;NÃO;;0;1;NÃO;COLISÃO COM AVE;COLISÃO COM AVE;BIRD;PRBBP;PARTICULAR;AVIÃO;AERO COMMANDER;680;;PISTÃO;BIMOTOR;13744;13744;0.0;0.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;PRIVADA;LEVE;0;;;;;;;;;;;;
52622;52622;52622;52622;52622;INCIDENTE;;;ARAGUAÍNA;TO;BRASIL;SWGN;03/10/2014;11:00:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRDFL;PARTICULAR;AVIÃO;RAYTHEON AIRCRAFT;C90A;BE9L;TURBOÉLICE;BIMOTOR;4581;4581;8.0;1998.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;LEVE;0;;;;;;;;;;;;
52623;52623;52623;52623;52623;INCIDENTE;;;RIO BRANCO;AC;BRASIL;SBRB;03/10/2014;18:58:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PTRXQ;PARTICULAR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;7.0;1985.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;NENHUM;0;;;;;;;;;;;;
52624;52624;52624;52624;52624;INCIDENTE;;;CAMPINAS;SP;BRASIL;SBKP;06/10/2014;13:18:00;;FINALIZADA;;NÃO;;0;1;NÃO;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PRATW;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75.0;2012.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;NENHUM;0;;;;;;;;;;;;
52631;52631;52631;52631;52631;ACIDENTE;-23.4794444444;-52.0122222222;MARINGÁ;PR;BRASIL;SBMG;31/08/2014;14:15:00;SIM;FINALIZADA;A-151/CENIPA/2014;SIM;2015-05-22;0;1;NÃO;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL;PPGVN;INSTRUÇÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;56-C;PAUL;PISTÃO;MONOMOTOR;660;660;2.0;1961.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;SÍLVIO NAME JÚNIOR;AEROCLUBE DE ITÁPOLIS;PARTIDA DO MOTOR;INSTRUÇÃO;NENHUM;0;;;;;;;;;;;;
52632;52632;52632;52632;52632;ACIDENTE;-9.3727777778;-69.2336111111;SENA MADUREIRA;AC;BRASIL;*;05/10/2014;12:00:00;SIM;FINALIZADA;A-167/CENIPA/2014;SIM;2015-04-30;0;1;NÃO;INDETERMINADO;INDETERMINADO;UNK;PTKMS;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;182P;C182;PISTÃO;MONOMOTOR;1338;1338;4.0;1975.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;MANUEL URBANO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;;;;;;;;;;;;
